Start time,End time,Event Name,Event description/details,Location name,Location,Link,URL,Contact name,Contact email,Contact phone,Host/Contact Department,Feed Keyword(s):,Display on KC home page,Airport,arts_culture,benefits,Best Starts for Kids,business,closure,council,courts,elections,emergency,employees,environment,events,executive,Fleet auctions,health,jails,jobs,licenses,Metro,news,operations,parks,permits,pets,property,recreation,recycling_trash,SWD home,SWD Advisory Committee,SWD EcoConsumer,SWD Facilities,SWD GreenTools,SWD Planning,SWD Recycling collection events,SWD Wastemobile,roads,rural,safety,sheriff,SocialServices,transportation,volunteer,Water taxi,TAC Meeting
09/26/2020 09:00:00 AM,09/26/2020 01:00:00 PM,Shred Day - document shredding event,"<p>Keep your identity safe, err on the side of caution, and shred those old tax returns, bank statements and pay stubs. A mobile shredding truck will be on-site at three Sound Credit Union branch locations from 9 am - 1 pm, or until the truck is full. Limit three (3) boxes per person. <a href=""https://www.soundcu.com/life-and-finances/shred-day-2020/"" title=""Shred Day at Sound Credit Union"">Learn more</a>...</p>",Sound Credit Union - Shoreline,"16330 Aurora Ave N
Shoreline, WA 98133
(47.747786, -122.345423)",,https://www.soundcu.com/life-and-finances/shred-day-2020/,Sound Credit Union,,,King County Solid Waste Division,,false,false,false,,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,,true,false,false,false,false,false,false,false,false,false,
09/26/2020 09:00:00 AM,09/26/2020 01:00:00 PM,Shred Day - document shredding event,"<p>Keep your identity safe, err on the side of caution, and shred those old tax returns, bank statements and pay stubs. A mobile shredding truck will be on-site at three Sound Credit Union branch locations from 9 am - 1 pm, or until the truck is full. Limit three (3) boxes per person. <a href=""https://www.soundcu.com/life-and-finances/shred-day-2020/"" title=""Shred Day at Sound Credit Union"">Learn more</a>...</p>",Sound Credit Union - Burien,"14647 Ambaum Blvd SW
Burien, WA 98166
(47.470837, -122.347015)",,https://www.soundcu.com/life-and-finances/shred-day-2020/,Sound Credit Union,,,King County Solid Waste Division,,false,false,false,,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,,true,false,false,false,false,false,false,false,false,false,
08/15/2020 10:00:00 AM,08/15/2020 05:00:00 PM,Carnation/Duvall Wastemobile,"<p>The Wastemobile travels to many communities to provide household hazardous waste disposal services for King County residents and accepts a wide variety of <a href=""http://www.hazwastehelp.org/HHW/whattobring.aspx"" title=""What to bring, what not to bring to household hazardous waste disposal locations"">materials</a>.</p>
<p>Business waste is accepted from conditionally exempt small quantity generators (SQGs). For more details and to find out if you qualify as an SQG, contact the business waste line at 206-263-8899 or see the <a href=""http://www.hazwastehelp.org/BHW/sqg.aspx"" title=""Free small business hazardous waste disposal"">website</a>  for more details.</p>
<p><strong>Restrictions:</strong> No latex paint accepted. There is a limit of 50 gallons total liquid hazardous waste per <strong>residential</strong> customer per day at all Wastemobile events. No more than 30 gallons of gasoline will be accepted. No containers over five gallons in size will be accepted.</p>
<p>Amounts and types of business waste are restricted. See the <a href=""http://www.hazwastehelp.org/BHW/sqg.aspx"" title=""Free small business hazardous waste disposal"">website</a> for complete details.</p>
<p>Proper handling and transportation of hazardous waste can reduce the chance of accidental spills. For your safety and the safety of the Hazardous Waste Program staff, please:</p>
<ul>
<li>Don't mix products.</li>
<li>Keep products in original containers.</li>
<li>Label products not in original containers.</li>
<li>Secure products so they won't tip over and/or leak.</li>
<li>Store products away from the passenger compartment of your vehicle and keep them separate from items you wish to keep.</li>
<li>Stay in your vehicle during unloading.</li>
</ul>",Tolt MacDonald Park - Boeing Mariner's Care Field,"3600 Block of Tolt Ave
Carnation, WA 98014
(47.641644, -121.915696)",,https://kingcounty.gov/depts/dnrp/solid-waste/facilities/hazardous-waste/schedule.aspx,Household Hazards Line,,2062964692,Hazardous Waste Management Program,,false,false,false,,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,,false,true,false,false,false,false,false,false,false,false,
05/08/2020 10:00:00 AM,05/08/2020 05:00:00 PM,Kirkland Wastemobile,"<p>The Wastemobile travels to many communities to provide household hazardous waste disposal services for King County residents and accepts a wide variety of <a href=""http://www.hazwastehelp.org/HHW/whattobring.aspx"" title=""What to bring, what not to bring to household hazardous waste disposal locations"">materials</a>.</p>
<p>Business waste is accepted from conditionally exempt small quantity generators (SQGs). For more details and to find out if you qualify as an SQG, contact the business waste line at 206-263-8899 or see the <a href=""http://www.hazwastehelp.org/BHW/sqg.aspx"" title=""Free small business hazardous waste disposal"">website</a>  for more details.</p>
<p><strong>Restrictions:</strong> No latex paint accepted. There is a limit of 50 gallons total liquid hazardous waste per <strong>residential</strong> customer per day at all Wastemobile events. No more than 30 gallons of gasoline will be accepted. No containers over five gallons in size will be accepted.</p>
<p>Amounts and types of business waste are restricted. See the <a href=""http://www.hazwastehelp.org/BHW/sqg.aspx"" title=""Free small business hazardous waste disposal"">website</a> for complete details.</p>
<p>Proper handling and transportation of hazardous waste can reduce the chance of accidental spills. For your safety and the safety of the Hazardous Waste Program staff, please:</p>
<ul>
<li>Don't mix products.</li>
<li>Keep products in original containers.</li>
<li>Label products not in original containers.</li>
<li>Secure products so they won't tip over and/or leak.</li>
<li>Store products away from the passenger compartment of your vehicle and keep them separate from items you wish to keep.</li>
<li>Stay in your vehicle during unloading.</li>
</ul>",Fred Meyer,"12221 120th Ave NE
Kirkland, WA 98034
(47.709717, -122.184454)",,https://kingcounty.gov/depts/dnrp/solid-waste/facilities/hazardous-waste/schedule.aspx,Household Hazards Line,,206-296-4692,Hazardous Waste Management Program,,false,false,false,,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,,false,true,false,false,false,false,false,false,false,false,
05/31/2020 10:00:00 AM,05/31/2020 05:00:00 PM,Kent/Covington Wastemobile,"<p>The Wastemobile travels to many communities to provide household hazardous waste disposal services for King County residents and accepts a wide variety of <a href=""http://www.hazwastehelp.org/HHW/whattobring.aspx"" title=""What to bring, what not to bring to household hazardous waste disposal locations"">materials</a>.</p>
<p>Business waste is accepted from conditionally exempt small quantity generators (SQGs). For more details and to find out if you qualify as an SQG, contact the business waste line at 206-263-8899 or see the <a href=""http://www.hazwastehelp.org/BHW/sqg.aspx"" title=""Free small business hazardous waste disposal"">website</a>  for more details.</p>
<p><strong>Restrictions:</strong> No latex paint accepted. There is a limit of 50 gallons total liquid hazardous waste per <strong>residential</strong> customer per day at all Wastemobile events. No more than 30 gallons of gasoline will be accepted. No containers over five gallons in size will be accepted.</p>
<p>Amounts and types of business waste are restricted. See the <a href=""http://www.hazwastehelp.org/BHW/sqg.aspx"" title=""Free small business hazardous waste disposal"">website</a> for complete details.</p>
<p>Proper handling and transportation of hazardous waste can reduce the chance of accidental spills. For your safety and the safety of the Hazardous Waste Program staff, please:</p>
<ul>
<li>Don't mix products.</li>
<li>Keep products in original containers.</li>
<li>Label products not in original containers.</li>
<li>Secure products so they won't tip over and/or leak.</li>
<li>Store products away from the passenger compartment of your vehicle and keep them separate from items you wish to keep.</li>
<li>Stay in your vehicle during unloading.</li>
</ul>",Puget Sound Fire Station No. 75,"15635 SE 272nd St
Kent, WA 98042
(47.357987, -122.132428)",,https://kingcounty.gov/depts/dnrp/solid-waste/facilities/hazardous-waste/schedule.aspx,Household Hazards Line,,2062964692,Hazardous Waste Management Program,,false,false,false,,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,,false,true,false,false,false,false,false,false,false,false,
03/19/2019 05:30:00 PM,03/19/2019 07:30:00 PM,Creekside Elementary STEM Night,,Creekside Elementary School,"20777 Southeast 16th Street
Sammamish, WA 98075
(47.595083, -122.062252)",,https://www.kingcounty.gov/depts/sheriff/about-us/enforcement/afis/community-events/community-event-calendar.aspx,Judy Cordova,judy.cordova@kingcounty.gov,206-263-2723,King County Regional Automated Fingerprint Identification System (AFIS),AFIS,false,false,false,,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,,false,false,false,false,false,true,false,false,false,false,
11/26/2020 12:00:00 AM,11/27/2020 11:59:00 PM,Thanksgiving holiday - most offices closed,,,"WA
(47.411715, -120.592492)",,https://data.kingcounty.gov/Operations/holiday-closures/x5xt-q6mn,,,,,,true,false,false,,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,,false,false,false,false,false,false,false,false,false,false,
07/17/2019 12:00:00 AM,07/17/2019 11:59:00 PM,Ballots mailed for Primary election,,,,,http://www.kingcounty.gov/depts/elections/how-to-vote/ballots.aspx,King County Elections,elections@kingcounty.gov,206-296-8683,King County Elections,elections; voting; candidates; registration,true,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,
09/23/2019 09:30:00 AM,09/23/2019 10:30:00 AM,Board of Ethics Meeting,,King County Chinook Building,"401 5th Ave
Seattle, WA 98104
(47.602634, -122.328229)",,https://www.kingcounty.gov/ethics,,,,,,true,false,false,,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,,false,false,false,false,false,false,false,false,false,false,
07/03/2020 12:00:00 AM,07/03/2020 11:59:00 PM,Fourth of July holiday observed - most offices closed,,,"WA
(47.411715, -120.592492)",,See all holiday closures,,,,,,true,false,false,,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,,false,false,false,false,false,false,false,false,false,false,
01/20/2020 12:00:00 AM,01/20/2020 11:59:00 PM,Martin Luther King Day - most county offices closed,,,"WA
(47.411715, -120.592492)",,https://kingcounty.gov/courts/district-court/court-dates-and-fees/holiday-closures.aspx,,,,,,false,false,false,,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,,false,false,false,false,false,false,false,false,false,false,
