POLE_ATTACH_ID,SIGNAL_NAME,LOCATION_LATITUDE,LOCATION_LONGITUDE,POLE_ATTACH_DESCRIPTION,POLE_ATTACH_PROVIDER,CREATED_DATE,MODIFIED_DATE,INTERSECTION_QUADRANT,INSTALL_DATE,STATUS,SIGNAL_ID,ATD_LOCATION_ID,INFRASTRUCTURE_OWNER,INFRASTRUCTURE_TYPE,PROVIDER_ID
1080,,30.30069,-97.73376,115 1/2 W 38th St,VERIZON,03/10/2020,03/10/2020,N/A,,UNDER_REVIEW,0,LOC20-016555,Foreign,Wood Utility Pole,TX_AUS_NUNIVERSITY_001
1081,,30.29414,-97.73715,104 1/2 E 30TH ST,VERIZON,03/10/2020,03/10/2020,N/A,,UNDER_REVIEW,0,LOC20-016555,Foreign,Wood Utility Pole,TX_AUS_NUNIVERSITY_008
1082,,30.30449,-97.7153,1005 1/2 E 46TH ST,VERIZON,03/10/2020,03/10/2020,N/A,,UNDER_REVIEW,0,LOC20-016560,Carrier,Wood Utility Pole,TX_AUS_NORTHLOOP_029
1083,,30.29762,-97.73083,415 1/2 E 35TH ST,VERIZON,03/10/2020,03/10/2020,N/A,,UNDER_REVIEW,0,LOC20-016565,Carrier,Wood Utility Pole,TX_AUS_NUNIVERSITY_004
1084,,30.30985,-97.72506,4603 1/2 AVENUE G,VERIZON,03/10/2020,03/10/2020,N/A,,UNDER_REVIEW,0,LOC20-016570,Carrier,,TX_AUS_NORTHLOOP_021
1085,,30.31572,-97.71047,5502 1/2 BENNETT AVE,VERIZON,03/12/2020,03/12/2020,N/A,,UNDER_REVIEW,0,LOC20-016580,Carrier,Wood Utility Pole,TX_AUS_NORTHLOOP_011
1086,,30.31881,-97.7126,5555 1/2 AIRPORT BLVD,VERIZON,03/12/2020,03/12/2020,N/A,,UNDER_REVIEW,0,LOC20-016585,Carrier,Wood Utility Pole,TX_AUS_NORTHLOOP_004
1087,,30.31217,-97.71096,950 1/2 E 53RD ST,VERIZON,03/12/2020,03/12/2020,N/A,,UNDER_REVIEW,0,LOC20-016590,Carrier,Wood Utility Pole,
1088,,30.30989,-97.72282,4702 1/2 DUVAL ST,VERIZON,03/12/2020,03/12/2020,N/A,,UNDER_REVIEW,0,LOC20-016595,Carrier,Wood Utility Pole,TX_AUS_NORTHLOOP_022
1089,,30.3176,-97.68612,6600 1/2 MIRA LOMA LANE,VERIZON,03/19/2020,03/19/2020,N/A,,UNDER_REVIEW,0,LOC20-016600,Carrier,Wood Utility Pole,TX_AUS_UHILLSPARK_003
1090,,30.31987,-97.71968,200 1/2 E 55th St,VERIZON,03/19/2020,03/19/2020,N/A,,UNDER_REVIEW,0,LOC20-016605,AE,Steel Utility Pole,TX_AUS_NORTHLOOP_003
1091,,30.36276,-97.71916,8515 1/2 Contour Dr,VERIZON,03/19/2020,03/19/2020,N/A,,UNDER_REVIEW,0,LOC20-016610,AE,Wood Utility Pole,TX_AUS_WOOTEN_006
1092,,30.36432,-97.72768,8316 1/2 Bowling Green Dr,VERIZON,03/19/2020,03/19/2020,N/A,,UNDER_REVIEW,0,LOC20-016615,AE,Wood Utility Pole,
1093,,30.35083,-97.7004,103 1/2 E Walnut Dr,VERIZON,03/24/2020,03/24/2020,N/A,,UNDER_REVIEW,0,LOC20-016620,AE,Wood Utility Pole,TX_AUS_NLAMARE_032
1094,,30.26639,-97.74737,302 1/2 Guadalupe St,VERIZON,03/24/2020,03/24/2020,N/A,,UNDER_REVIEW,0,LOC20-016625,ATD,Steel Utility Pole,
1095,,30.32864,-97.70329,836 1/2 Camino La Costa,VERIZON,03/24/2020,03/24/2020,N/A,,UNDER_REVIEW,0,LOC20-016630,AE,Wood Utility Pole,
1096,,30.31427,-97.71978,5100 1/2 Bruning Ave,VERIZON,03/24/2020,03/24/2020,N/A,,UNDER_REVIEW,0,LOC20-016635,AE,Steel Utility Pole,TX_AUS_NORTHLOOP_013
1097,,30.30328,-97.73067,7006 1/2 Ave F,VERIZON,03/24/2020,03/24/2020,N/A,,UNDER_REVIEW,0,LOC20-016640,AE,,TX_AUS_HYDEPARK_009
1098,,30.3585,-97.70502,917 1/2 Connecticut Dr,VERIZON,03/24/2020,03/24/2020,N/A,,UNDER_REVIEW,0,LOC20-016645,AE,Wood Utility Pole,
1099,,30.29336,-97.72468,904 1/2 Luther Lane,VERIZON,03/24/2020,03/25/2020,N/A,,UNDER_REVIEW,0,LOC20-016650,AE,,TX_AUS_HYDEPARK_018
1100,,30.37666,-97.68677,507 1/2 Ferguson Dr,VERIZON,03/24/2020,03/25/2020,N/A,,UNDER_REVIEW,0,LOC20-016655,AE,Steel Utility Pole,TX_AUS_NLAMARE_005
1101,,30.29587,-97.73518,208 1/2 E 32nd St,VERIZON,03/26/2020,03/27/2020,N/A,,UNDER_REVIEW,0,LOC20-016660,AE,Wood Utility Pole,TX_AUS_NUNIVERSITY_007
1102,,30.30584,-97.71785,912 1/2 E 46th St,VERIZON,03/26/2020,03/27/2020,N/A,,UNDER_REVIEW,0,LOC20-016665,AE,"Wood Utility Pole,Wifi (Mid-Span)",TX_AUS_NORTHLOOP_028
1103,,30.35849,-97.69538,103 1/2 W Fawnridge Dr,VERIZON,03/30/2020,03/30/2020,N/A,,UNDER_REVIEW,0,LOC20-016670,AE,Wood Utility Pole,TX_AUS_NLAMARE_024
1104,,30.29527,-97.73,607 1/2 Harris ave,VERIZON,03/31/2020,03/31/2020,N/A,,UNDER_REVIEW,0,LOC20-016675,AE,Wood Utility Pole,TX_AUS_NUNIVERSITY_006
1105,,30.33174,-97.73143,1403 1/2 PALO DURO RD,AT&T,04/01/2020,04/02/2020,N/A,,UNDER_REVIEW,0,LOC20-016680,Carrier,Steel Utility Pole,
1106,,30.33823,-97.71329,509 1/2 W Odell St,,04/01/2020,04/02/2020,N/A,,UNDER_REVIEW,0,LOC20-016685,AE,Wood Utility Pole,TX_AUS_CRESTVIEWEAST_010 - A
1107,,30.29736,-97.7355,3301 1/2 Speedway,VERIZON,04/07/2020,04/07/2020,N/A,,UNDER_REVIEW,0,LOC20-016690,AE,Wood Utility Pole,TX_AUS_NUNIVERSITY_005
1108,,30.30951,-97.71544,4905-1/2 AIRPORT BOULEVARD,VERIZON,04/07/2020,04/07/2020,N/A,,UNDER_REVIEW,0,LOC20-016695,Carrier,Wood Utility Pole,TX_AUS_NORTHLOOP_025
1109,,30.30916,-97.69565,1615-1/2 CLOVERLEAF DRIVE,VERIZON,04/07/2020,04/07/2020,N/A,,UNDER_REVIEW,0,LOC20-016700,AE,Steel Utility Pole,TX_AUS_CAMERON_011
1110,,30.34131,-97.71502,621 1/2 W Crestland Dr,VERIZON,04/07/2020,04/07/2020,N/A,,UNDER_REVIEW,0,LOC20-016705,AE,Steel Utility Pole,
1111,,30.30868,-97.73425,4301-1/2 GUADALUPE STREET,VERIZON,04/07/2020,04/07/2020,N/A,,UNDER_REVIEW,0,LOC20-016710,AE,Wood Utility Pole,TX_AUS_HYDEPARK_003
1112,,30.28796,-97.74455,624 1/2 W 24th St,VERIZON,04/07/2020,04/07/2020,N/A,,UNDER_REVIEW,0,LOC20-016715,Carrier,Steel Utility Pole,AUSDT_115_SC
1113,,30.30854,-97.71904,4708 1/2 Caswell Ave,VERIZON,04/13/2020,04/13/2020,N/A,,UNDER_REVIEW,0,LOC20-016720,AE,Wood Utility Pole,TX_AUS_NORTHLOOP_023
1114,,30.31839,-97.70225,1101 1/2 Clayton Lane,VERIZON,04/13/2020,04/13/2020,N/A,,UNDER_REVIEW,0,LOC20-016725,Carrier,Steel Utility Pole,1101 1/2 Clayton Lane
1115,,30.2997,-97.73822,404 1/2 W 34th St,VERIZON,04/13/2020,04/13/2020,N/A,,UNDER_REVIEW,0,LOC20-016730,AE,Wood Utility Pole,TX_AUS_NUNIVERSITY_002
1116,,30.33444,-97.73697,1904 1/2 Palo Duro Rd,VERIZON,04/13/2020,04/13/2020,N/A,,UNDER_REVIEW,0,LOC20-016735,AE,Wood Utility Pole,TX_AUS_JUSTIN_KOENIG_012
1117,,30.29369,-97.72164,3503 1/2 Harmon Ave,VERIZON,04/13/2020,04/13/2020,N/A,,UNDER_REVIEW,0,LOC20-016740,AE,Wood Utility Pole,TX_AUS_HYDEPARK_017
1118,,30.38241,-97.68708,814 1/2 Braker Lane,VERIZON,04/13/2020,04/13/2020,N/A,,UNDER_REVIEW,0,LOC20-016745,AE,Steel Utility Pole,TX_AUS_NLAMARE_001
1119,,30.32578,-97.69689,6903 1/2 Blessing Ave,VERIZON,04/15/2020,04/15/2020,N/A,,UNDER_REVIEW,0,LOC20-016750,AE,Steel Utility Pole,TX_AUS_STJOHN_014
1120,,30.30503,-97.73317,4012 1/2 Avenue C,VERIZON,04/15/2020,04/15/2020,N/A,,UNDER_REVIEW,0,LOC20-016755,AE,Steel Utility Pole,TX_AUS_HYDEPARK_008
1121,,30.35411,-97.71738,1324 1/2 Wooten Dr,VERIZON,04/15/2020,04/15/2020,N/A,,UNDER_REVIEW,0,LOC20-016760,,Steel Utility Pole,TX_AUS_WOOTEN_013
1122,,30.34109,-97.70944,309 1/2 Prairie Dell - 78752,VERIZON,04/15/2020,04/15/2020,N/A,,UNDER_REVIEW,0,LOC20-016765,AE,Wood Utility Pole,
1123,,30.26939,-97.7458,505 1/2 W 6th St,T-MOBILE,04/17/2020,04/17/2020,N/A,,UNDER_REVIEW,0,LOC20-016770,AE,Wood Utility Pole,AU1044BA_61LAB-C
1124,,30.29008,-97.7457,708 1/2 Graham Place,T-MOBILE,04/17/2020,04/17/2020,N/A,,UNDER_REVIEW,0,LOC20-016775,AE,Steel Utility Pole,AU1023BA_41LAB-B
